,001a,001b,002a,002b,003a,003b,004a,004b,005a,005b,006a,006b,007a,007b,008a,008b,009a,009b,010a,010b,011a,011b,012a,012b,013a,013b,014a,014b,015a,015b,016a,016b,017a,017b,018a,018b,019a,019b,020a,020b,021a,021b,022a,022b,023a,023b,024a,024b,025a,025b,026a,026b,027a,027b,028a,028b,029a,029b,030a,030b,031a,031b,032a,032b,033a,033b,034a,034b,035a,035b,036a,036b,037a,037b,038a,038b,039a,039b,040a,040b,041a,041b,042a,042b,043a,043b,044a,044b,045a,045b,046a,046b,047a,047b,048a,048b,049a,049b,050a,050b,051a,051b,052a,052b,053a,053b,054a,054b,055a,055b,056a,056b,057a,057b,058a,058b,059a,059b,060a,060b,061a,061b,062a,062b,063a,063b,064a,064b,065a,065b,066a,066b,067a,067b,068a,068b,069a,069b,070a,070b,071a,071b,072a,072b,073a,073b,074a,074b,075a,075b,076a,076b,077a,077b,078a,078b,079a,079b,080a,080b,081a,081b,082a,082b,083a,083b,084a,084b,085a,085b,086a,086b,087a,087b,088a,088b,089a,089b,090a,090b,091a,091b,092a,092b,093a,093b,094a,094b,095a,095b,096a,096b,097a,097b,098a,098b,099a,099b,100a,100b,101a,101b,102a,102b,103a,103b,104a,104b,105a,105b,106a,106b,107a,107b,108a,108b,109a,109b,110a,110b,111a,111b,112a,112b,113a,113b,114a,114b,115a,115b,116a,116b,117a,117b,118a,118b,119a,119b,120a,120b,121a,121b,122a,122b,123a,123b,124a,124b,125a,125b,126a,126b,127a,127b,128a,128b,129a,129b,130a,130b,131a,131b,132a,132b,133a,133b,134a,134b,135a,135b,136a,136b,137a,137b,138a,138b,139a,139b,140a,140b,141a,141b,142a,142b,143a,143b,144a,144b,145a,145b,146a,146b,147a,147b,148a,148b,149a,149b,150a
933,e4,e5,Nf3,Nc6,Nc3,Bb4,d3,Bxc3+,bxc3,d6,d4,Bg4,Be2,Bxf3,Bxf3,exd4,cxd4,d5,O-O,dxe4,Bxe4,Nxd4,Bxb7,Rb8,Be4,Nf6,Bg5,h6,Bxf6,Qxf6,c3,Ne6,Bc6+,Ke7,Qe2,Qxc3,Bd5,Qf6,Rac1,Rb2,Qe4,Re8,Rxc7+,Kf8,Bxe6,Rxe6,Rc8+,Ke7,Qb7+,Kd6,Rc6+,Ke5,Qb5+,Rxb5,Rxe6+,Kxe6,Re1+,Kf5,g3,Qc6,f4,Qf3,h4,Rb2,Re5+,Kg4,Re1,Qxg3+,Kf1,Qxf4+,Kg1,Qg3+,Kf1,Qxh4,Re4+,Kg3,Rxh4,Kxh4,a4,g5,a5,f5,a6,f4,Ke1,g4,Kd1,g3,Kc1,Rb3,Kd1,g2,Ke1,g1,Ke2,Rb2+,Kf3,Qg3+,Ke4,f3,Ke3,f2+,Ke4,f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,g3,e5,Bh3,Nc6,f4,e4,e3,Nf6,d3,d5,dxe4,dxe4,b3,Qxd1+,Kxd1,Bb4,c3,Bxh3,Nxh3,Bd6,a4,Na5,Bd2,Ng4,Rf1,Nxb3,Ra2,Nxh2,Rf2,Ng4,Rg2,O-O,Rb2,Nc5,Na3,b6,Nc4,Nxa4,Rb3,h6,Nxd6,cxd6,c4,Nc5,Rb1,Rfd8,f5,d5,Bc1,dxc4+,Rd2,Nxe3+,Ke2,Rxd2+,Bxd2,Nc2,Ng1,Nd4+,Kd1,Ndb3,Ne2,Rd8,Nf4,Rxd2+,Ke1,Nd3+,Nxd3,Rxd3,g4,Nd4,Kf2,Nf3,Ra1,Rd2+,Kg3,Ng5,Rxa7,Rd3+,Kf4,e3,Ra8+,Kh7,Rb8,Rb3,Re8,c3,Rxe3,b5,Ke5,b4,Kd4,Ra3,Kc4,Ra4,f6,gxf6,Re7,Kg6,Re8,Ne6,Rg8+,Ng7,Rb8,c2,Rxb4,c1,Kb5,Rxb4+,Kxb4,Qc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,e4,e5,Nf3,d6,Nc3,Bg4,Be2,Bxf3,Bxf3,Nc6,d3,Nd4,Bg4,Qh4,h3,h5,g3,Qf6,Bf5,g6,Nd5,Qd8,h4,gxf5,Bg5,f6,Be3,Qd7,Bxd4,exd4,O-O,O-O-O,Qd2,Bh6,f4,Qg7,exf5,Qxg3+,Qg2,Qxh4,Qg6,Rd7,Qe8+,Rd8,Ne7+,Nxe7,Qxe7,Rhg8+,Qg7,Rxg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,e4,b6,e5,Bb7,d4,b5,f3,e6,Bxb5,c6,Be2,g6,Bd2,h6,Na3,Bxa3,bxa3,Qh4+,g3,Qxd4,Bf4,Qxd1+,Bxd1,g5,Be3,Ne7,Ne2,Nf5,Bc5,Na6,g4,Nh4,Bd6,Nxf3+,Kf2,Nd2,Nd4,Ne4+,Ke3,Nxd6,exd6,c5,Bf3,Bxf3,Nxf3,f6,Rhb1,h5,gxh5,Rxh5,c4,Rh3,Rb7,g4,Rf1,gxf3,Rxf3,Rxh2,Rxf6,Rxa2,Rh6,Rxa3+,Ke4,Kf7,Rh7+,Kf6,Rbxd7,Rf8,Rde7,Ra4,d7,Rxc4+,Kd3,Rd4+,Kc3,Rd8,Ref7+,Ke5,Rh5+,Kd6,Rhh7,Nb8,Rf6,Rxd7,Rhh6,Re7,Rh8,Nc6,Rhf8,a5,Kb3,Rb4+,Kc3,Rb8,Rxb8,Nxb8,Kb3,Rb7+,Ka4,Nc6,Rh6,c4,Rh1,Nd4,Rd1,Kd5,Kxa5,e5,Ka6,Rb3,Ka5,e4,Ka4,Rb8,Rh1,c3,Rh5+,Kc4,Rh3,c2,Rh1,Rb1,Rh8,c1,Rc8+,Kd3,Rxc1,Rxc1,Kb4,e3,Ka3,e2,Kb2,Rc8,Ka3,e1,Ka4,Qb1,Ka5,Ra8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,e4,e5,Nf3,Nc6,Nc3,Bc5,d3,Nf6,Bg5,b5,Nd5,h6,Bxf6,gxf6,Nh4,Bb7,Nf5,Rh7,Qh5,Nd4,Nxd4,Bxd4,Rb1,c6,Nb4,Qa5,a3,Bb6,Be2,c5,O-O,cxb4,axb4,Qxb4,b3,Rg7,g3,Rg5,Qxh6,Ke7,Rbc1,Be3,Rcd1,Bd4,Kg2,Qd6,Rc1,Rg6,Qh5,f5,Qxf5,Rf6,Qh5,Qc5,Qg5,Bxf2,Rxf2,Qxf2+,Kh3,Rh8+,Kg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,e4,e5,f4,f6,Nf3,d6,fxe5,fxe5,d3,Nc6,g3,Be7,Nc3,Bg4,Be2,Nd4,Nxd4,Bxe2,Qxe2,exd4,Nd5,Bf8,Bd2,Nf6,Bg5,h6,e5,hxg5,exf6+,Kd7,fxg7,Bxg7,O-O-O,Re8,Qg4+,Kc6,Nb4+,Kb6,Rde1,Be5,c3,dxc3,bxc3,Bxc3,Nd5+,Kc5,Nxc3,Rxe1+,Rxe1,Qf6,Kc2,Qf2+,Kd1,Qd4,Qxg5+,Kb4,Nb5,Qxd3+,Qd2+,Qxd2+,Kxd2,Kxb5,Rb1+,Kc6,Rc1+,Kb6,a4,a5,Rb1+,Kc6,g4,Rg8,h3,Rh8,Rh1,b5,axb5+,Kxb5,g5,c5,Kc3,c4,h4,a4,g6,Rh6,g7,Rg6,h5,Rxg7,h6,Rh7,Rh5+,Kc6,Kb4,d5,Kxa4,Kc5,Rh3,d4,Ka3,d3,Kb2,Kd4,Rh4+,Ke3,Rh3+,Ke2,Rh2+,Ke3,Rh3+,Kd4,Rh4+,Kc5,Rh5+,Kb4,Rh3,c3+,Kc1,d2+,Kc2,d1,Kxd1,Kb3,Kc1,Rh8,h7,Kc4,Rh4+,Kb3,Rh3,Kc4,Kc2,Kd4,Rh4+,Ke3,Kxc3,Kf2,Kd3,Kf3,Rh6,Kg4,Ke4,Kg5,Rh1,Kg6,Kf4,Rxh7,Rg1+,Kh6,Kf5,Rf7+,Ke6,Rh7,Kf6,Ra7,Rh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,d4,d5,g3,Nc6,Bg2,Nf6,b3,Bg4,f3,Be6,c4,Nb4,g4,g6,a3,Na6,cxd5,Bxd5,b4,Bg7,Nc3,Bc6,b5,Bxb5,Nxb5,O-O,h3,Nd5,Bb2,c6,Nc3,Nxc3,Bxc3,c5,f4,cxd4,Bb2,Nc5,Qxd4,Qxd4,Bxd4,Nb3,Rd1,Rab8,Bxg7,Kxg7,Nf3,b6,O-O,a5,Nd2,Nc5,Rb1,Ne6,Nc4,Nxf4,Nxb6,Nxe2+,Kh2,Nf4,Nd7,Rxb1,Rxb1,Rd8,Ne5,Rd2,Rg1,Re2,Nc6,a4,Nd4,Rd2,Nf3,Rf2,Kh1,Nxg2,Rxg2,Rxf3,Kh2,Rxa3,h4,Rc3,Rg3,Rc2+,Rg2,Rc4,h5,a3,Ra2,Ra4,Kh3,gxh5,gxh5,h6,Kg2,f5,Kf2,Kf6,Ke2,e5,Kd2,f4,Kc2,f3,Kb3,Ra8,Rxa3,Rxa3+,Kxa3,f2,Kb4,f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,e4,e5,Nf3,Nc6,Nc3,Nf6,d4,d6,Bg5,h6,Bxf6,Qxf6,dxe5,dxe5,Nd5,Qd6,Bc4,Be6,O-O,Bxd5,exd5,Nb4,c3,Na6,Re1,e4,Nd4,Nc5,Nb5,Qf4,d6,cxd6,Nc7+,Kd8,Nxa8,e3,Rxe3,Qxc4,b3,Qb5,c4,Qc6,a4,g5,Qd4,Rg8,Qf6+,Kd7,Qxf7+,Kc8,Re8+,Qxe8,Qxe8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,e4,e5,Nf3,Nc6,Nc3,Nf6,Bc4,Bc5,O-O,O-O,d3,Ng4,h3,Qg5,Nxg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,e4,e5,g3,Nf6,Bg2,a6,Nc3,Nc6,Nf3,d6,d4,Bg4,O-O,Bxf3,Bxf3,Nxd4,Nd5,Nxd5,exd5,Be7,Be3,Nxf3+,Qxf3,O-O,Qg4,g6,Qb4,b5,Qa5,Qc8,Qc3,Bd8,f4,Re8,fxe5,dxe5,Qe1,c5,Bd2,b4,Qf2,a5,Qxf7+,Kh8,Qxe8+,Kg7,Qf7+,Kh8,Bh6,Bb6,Qg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,e4,e5,Nc3,Nf6,Nf3,Nc6,d4,d6,Bd3,Nb4,a3,Nc6,O-O,Bg4,d5,Nd4,Qe1,Bxf3,gxf3,Nxf3+,Kg2,Nxe1+,Rxe1,Be7,Bg5,h6,Kf1,hxg5,Rad1,Ng4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,e4,e5,Nf3,d6,Nc3,h6,Bb5+,c6,Bc4,b5,Bd3,Nf6,a3,d5,exd5,cxd5,Nxe5,d4,Nxb5,a6,Qe2,axb5,Nc6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,e4,e5,Nf3,Nc6,Nc3,Nf6,d3,g6,Bg5,Bg7,Be2,O-O,O-O,h6,Bxf6,Bxf6,g3,a6,a4,d6,b3,b6,Rb1,b5,axb5,axb5,Nxb5,Nb4,d4,c6,dxe5,dxe5,Qxd8,Rxd8,Nc7,Ra7,Nb5,cxb5,Bxb5,Rb7,Bc4,Nxc2,Rb2,Nd4,Nxd4,exd4,Rd2,Bh3,Re1,Bg5,Rd3,Be6,Ba6,Rb6,Bc4,Bf6,h4,g5,Bxe6,fxe6,e5,Bg7,hxg5,hxg5,Re4,Rb4,Rg4,Bh6,Kg2,Kg7,Kf3,Kg6,Ke4,Bf8,f4,Bh6,fxg5,Bxg5,Kf3,Kf5,Re4,Bc1,g4+,Kg6,Rd1,Bb2,Rd2,Rxb3+,Kf4,Rf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,e4,e5,Nf3,Nc6,Nc3,Nf6,d3,d5,Bg5,h6,Bxf6,gxf6,exd5,Nd4,Nxd4,exd4,Qe2+,Be7,Ne4,Bb4+,c3,dxc3,bxc3,Ba3,c4,Bf5,g3,Bxe4,Qxe4+,Qe7,Qxe7+,Kxe7,Be2,Bb4+,Kf1,Rhe8,Rb1,Bc5,Rxb7,Rab8,Rxc7+,Kd8,Rxc5,Rb1+,Kg2,Rxh1,Kxh1,Rxe2,f4,f5,a4,Kd7,Ra5,Kd6,Rxa7,Kc5,Rb7,Rd2,a5,Rxd3,a6,Ra3,Ra7,Kxc4,d6,Kc5,d7,Kb6,d8,Kc6,Qc7+,Kb5,Qb7+,Ka5,Qd5+,Kb6,Rxf7,Kxa6,Qc4+,Ka5,Ra7+,Kb6,Rxa3,h5,Rb3+,Ka5,Ra3+,Kb6,Ra1,h4,Rb1+,Ka5,Qa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,e4,e5,Bc4,Qe7,Nh3,h6,d3,a6,Qh5,Nc6,f4,Nf6,d4,Nxh5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,e4,e5,Nf3,d6,Nc3,f6,Bc4,Ne7,O-O,a6,g3,b5,Be2,g6,d3,f5,Bg5,h6,Bxe7,Bxe7,Nd5,Bf8,a3,Be6,Nc3,c6,b4,d5,Kh1,dxe4,dxe4,fxe4,Nxe5,Qe7,Nxg6,Qf6,Nxh8,Qxc3,Bh5+,Ke7,Ng6+,Kf7,Nxf8+,Kxf8,Qf3+,Qxf3+,Bxf3,Bh3,Rfe1,Nd7,Rxe4,Nf6,Rf4,Kf7,Re1,Re8,Rxe8,Kxe8,Rxf6,Ke7,Rxh6,Bf5,Kg1,Bxc2,Bxc6,Kf7,Rd6,Ke7,Rd2,Bb3,Bb7,Bc4,Bxa6,Ke6,Rc2,Bd3,Rd2,Bc4,Rd4,Be2,Re4+,Kd5,Rxe2,Kc4,Bxb5+,Kxb5,Rb2,Ka4,b5,Kxa3,Rb1,Ka2,Rb4,Ka3,b6,Kxb4,b7,Kc4,b8,Kd4,Qe8,Kd5,g4,Kd4,g5,Kd3,g6,Kd4,g7,Kd5,g8,Kd4,Qge6,Kd3,Q8d7+,Kc3,Qed5,Kc2,Q7c6+,Kb2,Qdc4,Ka3,Q6b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,d4,d5,e4,c6,e5,e6,Nf3,Nd7,Bf4,Nb6,a3,Be7,Nc3,Bd7,Bd3,c5,O-O,cxd4,Nxd4,Bc5,h3,Bxd4,Qg4,Bxc3,Qxg7,Nh6,Qxh8+,Ke7,Qxh7,Nf5,bxc3,Qf8,Bg5+,Ke8,Bxf5,exf5,Rfe1,d4,cxd4,Nd5,c4,Nc3,d5,f6,exf6+,Kd8,f7+,Kc8,Re3,Na4,Rae1,Nc5,Re8+,Qxe8,Rxe8+,Bxe8,fxe8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,e4,e5,Nf3,d5,Nc3,dxe4,Nxe4,Qd5,d3,f5,Ned2,e4,dxe4,fxe4,Nh4,Nf6,Bc4,Qc6,Qe2,Bg4,f3,Be6,b3,exf3,gxf3,Na6,Bb2,O-O-O,Bxf6,gxf6,Bxe6+,Kb8,Bf7,Rd7,Be6,Re7,Nf5,Rxe6,Ne4,Bb4+,Kf1,Re5,Nh6,Rc5,Nxc5,Nxc5,Nf7,Re8,Qc4,Qxf3+,Kg1,Be1,Qf1,Qe3+,Kg2,Qe4+,Kg1,Qg4+,Qg2,Qd4+,Kf1,Qxa1,Nd6,Bg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,e3,e5,b3,e4,Bb2,d5,Nc3,Be7,Qe2,g6,O-O-O,Nf6,h3,O-O,Kb1,Nc6,d3,Bf5,f3,exd3,cxd3,Bb4,g4,Bxc3,Bxc3,Be6,a3,b6,Kb2,a5,e4,Re8,Bg2,d4,Bd2,Na7,f4,Nb5,Rc1,Nd7,f5,gxf5,gxf5,Bxf5,Nf3,Nc5,b4,Na4+,Kb3,Be6+,Kc2,Qd6,Ng5,Bf5,e5,Rxe5,Qh5,Qg6,Qxg6+,hxg6,Bxa8,Re2,Nf3,Rf2,Rhf1,Rxf1,Rxf1,Bxh3,Rf2,Bg4,Ne5,Nd6,Nxg4,Nf5,Nf6+,Kg7,Ne8+,Kh7,Rh2+,Kg8,Nf6+,Kg7,Nh5+,Kh7,Ng3+,Kg7,Nxf5+,gxf5,Rg2+,Kf6,Rg3,Ke6,Rg6+,Ke7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,d4,d5,Nf3,Nc6,Bf4,Nf6,e3,h6,c4,e6,Nc3,Bb4,a3,Bxc3+,bxc3,Na5,Bd3,dxc4,Be2,O-O,Ne5,Ne4,Nxc4,Nxc4,Bxc4,Nxc3,Qd2,Ne4,Qb4,c6,Bd3,Nf6,O-O,Nd5,Qc5,b6,Qxc6,Nxf4,exf4,Rb8,Qe4,Bb7,Qh7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Nc3,e5,b4,Nf6,a3,d5,Nf3,Nc6,Nb1,e4,Nh4,Bd6,Bb2,Be5,e3,Bxb2,Bb5,Bxa1,Bxc6+,bxc6,Nc3,Bxc3,dxc3,O-O,c4,Bg4,f3,Bd7,cxd5,cxd5,fxe4,dxe4,c4,Bg4,Qxd8,Rfxd8,c5,c6,b5,cxb5,c6,Rdc8,Kf2,Rxc6,h3,Rc2+,Kg3,Bh5,Ra1,Re2,Rd1,Rxe3+,Nf3,exf3,gxf3,Rxa3,Rf1,Ne4+,Kh2,Bxf3,h4,Bh5,Rg1,Ra2+,Kh1,Rd8,Rf1,Ng3+,Kg1,Nxf1,Kxf1,Rd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,b3,e5,Bb2,Nc6,e4,d6,g3,a6,f4,Nf6,d3,Bg4,Be2,Bxe2,Qxe2,Be7,fxe5,dxe5,h3,O-O,g4,g6,g5,Nh5,Qh2,Nb4,Ne2,Nxc2+,Kd2,Nxa1,Bxa1,Bb4+,Ke3,Bc5+,d4,exd4+,Bxd4,Bxd4+,Nxd4,Qd7,Qe5,b6,Rc1,c5,Nc2,Qxh3+,Ke2,Qg2+,Kd3,Qf3+,Ne3,Nf4+,Kd2,Qf2+,Kd1,Qxe3,Rc3,Qg1+,Kc2,Qf2+,Nd2,Rfd8,b4,Qxd2+,Kb3,Qd1+,Rc2,Qd3+,Rc3,Qd1+,Rc2,Rd3+,Kb2,Ne2,bxc5,Nd4,cxb6,Qxc2+,Ka1,Qc3+,Kb1,Rd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
